,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
227,12.48,9.3,0.2082,6.484,0.8,2458600.5,0.2420271921763157,2.201790678935209,1.668897463152537,2.536221449272468,313.3114108779451,18.9890255304799,301.0722455952101,2.734683894717882,0.3016754926477822,2458795.834907345,1193.335251863876,0.657747,2.63181,3.624,4.6074e-08,5.1797e-09,1.0192e-07,4.1706e-06,8.5028e-05,8.5283e-05,7.6163e-06,6.4333e-09,1.0645e-09,2.5452e-05,4.211e-06,0.47468,0,0,S
229,7.35,111.332,0.164,24.0055,1.231,2458600.5,0.06158372739143052,2.382303149869863,2.235592042124531,9.450958528646746,239.8533231715828,140.127313868586,23.21222739835835,2.529014257615195,0.2680455097828238,2458513.901916648,1343.055514310536,1.24762,2.74816,3.517,2.5869e-08,4.1467e-09,6.1736e-08,2.9409e-06,2.1616e-05,3.8432e-05,3.202e-05,4.4021e-09,6.9985e-10,0.00011941,3.5066e-06,0.51727,0,0,S
232,8.21,99.672,0.094,19.7,1.146,2458600.5,0.09895644974682996,2.660010428159287,2.396785239899099,7.690880853549754,221.9732394455603,126.0276015594859,4.895124815235615,2.923235616419476,0.2271846921943139,2458578.953104529,1584.613807043335,1.39984,2.46504,3.366,3.1998e-08,7.1407e-09,8.5785e-08,3.4868e-06,2.957e-05,3.5715e-05,2.0852e-05,7.8473e-09,9.148e-10,9.1759e-05,6.3807e-06,0.51235,0,0,K
233,9.02,45.476,0.205,26.4744,0.245,2458600.5,0.2454278340081159,2.385936889962052,1.800361566978605,15.37220873124282,144.525692365649,192.1779537849723,284.7271436116914,2.971512212945499,0.2674334000643105,2458881.9639322166,1346.129540713425,0.791683,2.41489,3.447,4.5018e-08,6.6148e-09,1.0727e-07,4.9843e-06,1.4438e-05,1.6277e-05,1.0093e-05,8.2382e-09,1.1121e-09,3.8492e-05,5.598e-06,0.39321,0,0,L
235,8.18,77.708,0.156,12.336,1.234,2458600.5,0.190826203454949,2.797464140438291,2.26363467921709,7.694641564523831,185.8491706131538,174.6964089685797,145.2871245607603,3.331293601659493,0.2106479716463785,2457910.7847208767,1709.012420989951,1.25993,2.12645,3.287,4.0078e-08,9.4639e-09,1.132e-07,4.7161e-06,3.778e-05,4.0025e-05,1.4008e-05,1.127e-08,1.0689e-09,6.5661e-05,8.6724e-06,0.5196,0,0,L
236,9.24,41.08,0.2108,29.215,1.4,2458600.5,0.07110742213207089,2.763297117138805,2.566806182554081,9.747881285742668,84.24547641019389,199.8595179441039,107.2641752392116,2.959788051723528,0.2145668858215434,2458100.5897979736,1677.798503816727,1.552,2.13966,3.316,4.0152e-08,1.1282e-08,1.1071e-07,4.7229e-06,2.632e-05,4.2952e-05,3.435e-05,1.2085e-08,1.3141e-09,0.00016012,1.0276e-05,0.44499,0,0,S
237,8.18,155.659,0.039,8.8749,0.751,2458600.5,0.08958052212410189,2.907010890051494,2.646599336700231,12.4111444750371,183.8817913038621,210.742282334997,8.932670697477583,3.167422443402757,0.1988538875876685,2458555.579225225,1810.3744632163,1.65788,2.27784,3.244,3.5202e-08,1.0994e-08,1.0575e-07,3.6194e-06,1.9736e-05,2.9989e-05,2.3123e-05,1.1979e-08,1.1281e-09,0.00011624,1.027e-05,0.49866,0,0,C
239,9.0,87.928,0.057,10.64,1.616,2458600.5,0.2075704947254657,2.663769293156573,2.110849383141559,2.105523331232911,115.0691268707871,300.9987486271602,286.0213044769562,3.216689203171587,0.226703988818896,2458926.822866697,1587.97382382005,1.12324,2.14163,3.352,4.0604e-08,7.74e-09,1.0858e-07,3.9204e-06,0.00010579,0.00010613,9.9776e-06,9.3466e-09,9.8808e-10,4.4894e-05,6.9211e-06,0.51812,0,0,C
240,7.58,168.9,0.0575,15.51,3.1,2458600.5,0.1027611456333243,3.049875425158579,2.736466732430362,5.505041161821908,270.3456100021454,80.47661244387314,103.1874534584151,3.363284117886797,0.1850465203890059,2458042.870203765,1945.456738355338,1.73651,2.04951,3.222,3.3212e-08,1.0406e-08,1.0378e-07,3.9818e-06,3.8251e-05,4.2889e-05,1.9664e-05,1.1475e-08,9.4704e-10,0.0001061,9.9565e-06,0.50765,0,0,B
241,9.3,40.802,0.222,4.5478,0.303,2458600.5,0.1215433773266216,2.860763955452112,2.513057042572198,11.35193901420656,206.9096964484177,279.4380394584375,194.7691186121195,3.208470868332027,0.2036953130145052,2459411.666830216,1767.345525394413,1.55855,1.96062,3.262,3.8677e-08,1.2182e-08,1.0974e-07,4.7001e-06,2.1918e-05,2.9195e-05,1.9527e-05,1.3663e-08,1.3011e-09,9.6755e-05,1.1289e-05,0.45888,0,0,X
243,11.9,11.077,0.256,129.51,0.022,2458600.5,0.1369482615410945,2.174350707707795,1.876577158306564,2.845254124513194,208.9723112003354,166.4342681763964,353.2937782881589,2.472124257109026,0.3074041192230113,2458622.3156533777,1171.096863991052,0.876976,2.98818,3.672,3.0491e-08,5.4425e-09,6.6786e-08,3.3249e-06,7.9368e-05,8.0831e-05,1.6976e-05,6.1879e-09,1.1542e-09,5.5258e-05,4.397e-06,0.44608,0,0,S
244,7.82,75.949,0.228,14.38,2.626,2458600.5,0.1964653784820646,3.096343743881055,2.48801939832889,5.178866527029329,61.0671321265956,331.5412495377711,299.186270752356,3.704668089433218,0.1808965654771356,2458936.6795680714,1990.087534555774,1.49521,1.73249,3.187,4.5031e-08,1.4972e-08,1.4093e-07,4.9524e-06,4.9869e-05,5.1182e-05,1.4035e-05,1.7913e-08,1.312e-09,7.8591e-05,1.4434e-05,0.47177,0,0,S
245,8.62,50.891,0.193,16.222,0.439,2458600.5,0.1098408874700199,2.693791387018473,2.397902950409268,15.62089797627442,162.2932719304746,96.14465222832176,35.83933486219251,2.989679823627678,0.222924670763939,2458439.7311863042,1614.895286225246,1.44368,2.19753,3.309,4.0993e-08,9.0293e-09,1.1485e-07,3.7299e-06,1.4402e-05,2.3572e-05,1.8448e-05,1.0021e-08,1.1208e-09,8.2447e-05,8.1194e-06,0.45373,0,0,A
246,8.04,130.935,0.064,12.093,0.505,2458600.5,0.2450097345743864,2.740643851648363,2.069159428993074,24.95242646165369,0.06058753168343978,55.38193632761477,292.5149114869898,3.412128274303652,0.2172326851094669,2458911.15807836,1657.20918018663,1.15489,2.34551,3.174,5.6894e-08,1.0109e-08,1.5416e-07,6.9304e-06,1.1846e-05,1.6892e-05,1.1687e-05,1.2586e-08,1.2019e-09,5.443e-05,9.1692e-06,0.50845,0,0,X
249,7.58,120.995,0.112,5.0545,2.212,2458600.5,0.135085097661715,3.142700420172425,2.71816842699192,12.82049789503564,23.82499493023061,76.08571347129718,234.1028159668222,3.56723241335293,0.1769088659370905,2459312.149941151,2034.946061595451,1.77023,1.76653,3.157,4.7569e-08,1.5054e-08,1.4993e-07,5.8435e-06,2.3136e-05,3.1083e-05,2.1261e-05,1.7087e-08,1.2711e-09,0.00012188,1.4621e-05,0.46172,0,0,X
256,9.47,72.66,0.0545,15.7095,2.2,2458600.5,0.1106357363918679,3.125705552627535,2.779890817068437,3.615904373872018,34.23645466553798,29.98761013342213,206.6620122866677,3.471520288186633,0.1783536401193828,2459460.241284847,2018.461746892468,1.79359,1.82982,3.202,3.76e-08,1.5342e-08,1.1473e-07,4.5411e-06,6.6798e-05,6.9963e-05,2.0814e-05,1.7039e-08,1.3131e-09,0.00011669,1.4861e-05,0.49128,0,0,C
257,8.5,64.78,0.1676,10.041,1.2,2458600.5,0.2041193989494499,2.615531504779598,2.081650786090635,14.32230074804505,207.5643920173852,155.6140566669654,30.13502510272732,3.149412223468559,0.233004409816367,2458471.1675760923,1545.035135960386,1.08817,2.34844,3.334,3.965e-08,7.1316e-09,1.05e-07,4.4794e-06,1.7976e-05,2.0911e-05,1.1102e-05,8.5873e-09,9.5298e-10,4.753e-05,6.3191e-06,0.52106,0,0,S
258,7.76,174.318,0.043,8.143,1.054,2458600.5,0.1288441552265533,3.132889324775059,2.72923484630613,10.81762425901181,86.85014257328866,168.1021222895466,320.0009342113458,3.536543803243989,0.1777405397118349,2458825.5418832614,2025.424253710811,1.71496,1.53463,3.172,4.7354e-08,1.6192e-08,1.526e-07,5.4089e-06,2.2288e-05,2.8744e-05,2.1701e-05,1.8278e-08,1.3779e-09,0.00012319,1.5702e-05,0.52758,0,0,X
260,9.44,50.011,0.137,8.002,0.525,2458600.5,0.08887820523654112,2.331833579462374,2.124584396009459,3.635933200701874,96.62985524561074,65.79300459771886,312.6986237179785,2.539082762915289,0.276794684532182,2458771.389756651,1300.603010525457,1.13623,2.43761,3.562,3.4609e-08,7.0528e-09,7.974e-08,4.3365e-06,5.8812e-05,6.3938e-05,2.5533e-05,7.6797e-09,1.2558e-09,9.2441e-05,5.9007e-06,0.45931,0,0,X
262,10.2,23.952,0.198,16.809,0.213,2458600.5,0.07758783116668061,2.886862056409215,2.66287669057504,1.320412494156264,216.1692078861964,162.6950080400183,19.26439247160454,3.11084742224339,0.2009393649235939,2458504.628330061,1791.585238347339,1.66398,2.29041,3.287,3.7129e-08,1.1116e-08,1.0931e-07,4.0953e-06,0.00017067,0.00017251,2.5701e-05,1.1978e-08,1.1606e-09,0.00012784,1.0348e-05,0.46381,0,0,S
263,8.42,62.969,0.187,9.2276,0.414,2458600.5,0.1370921463503474,2.796852454989442,2.413425948909701,10.42520324211052,49.59925679909875,340.5995320043037,105.8196108987836,3.180278961069183,0.2107170800526773,2458098.3118960634,1708.451920034215,1.42165,2.25279,3.289,4.8978e-08,1.1974e-08,1.3741e-07,5.8517e-06,2.451e-05,2.9866e-05,1.6575e-05,1.3616e-08,1.3532e-09,7.8517e-05,1.0972e-05,0.5259,0,0,S
265,8.8,109.494,0.059,13.018,1.003,2458600.5,0.1539211491420339,2.807292039819165,2.375190423072914,13.4030472955456,235.8611052881801,151.2784804907682,261.9509690968089,3.239393656565416,0.2095427709252306,2459068.4189383164,1718.026340925194,1.38951,2.21498,3.266,4.1244e-08,1.1156e-08,1.1434e-07,4.2035e-06,1.8696e-05,2.3118e-05,1.5547e-05,1.2873e-08,1.2491e-09,7.5904e-05,1.0241e-05,0.44828,0,0,C
266,10.2,55.998,0.051,7.648,0.637,2458600.5,0.0986522178666292,2.775406809831861,2.501606772559802,6.003220181022836,73.74746808839147,196.6117503696404,180.745839890341,3.04920684710392,0.2131641170281475,2459441.4208951714,1688.839589978755,1.48577,2.02394,3.32,3.7371e-08,1.1666e-08,1.0405e-07,4.2262e-06,4.1823e-05,4.7487e-05,2.3633e-05,1.2817e-08,1.344e-09,0.00011218,1.0648e-05,0.44392,0,0,D
268,9.7,50.728,0.061,33.128,0.236,2458600.5,0.2131728500475863,2.616242981191535,2.058531008473942,5.477276836598123,156.7340214278096,119.5091830800739,92.61348697554604,3.173954953909128,0.2329093694063929,2458202.8625532473,1545.665599101994,1.04838,1.98501,3.368,3.4897e-08,7.5863e-09,9.0937e-08,4.5723e-06,3.8676e-05,3.9952e-05,1.0704e-05,9.2035e-09,1.013e-09,4.5297e-05,6.7229e-06,0.45796,0,0,L
271,10.6,26.87,0.128,3.8548,0.286,2458600.5,0.02697863749615444,2.78025376047628,2.70524630212507,4.434085434350087,37.3851064074602,67.77596647650765,157.0281089166304,2.85526121882749,0.2126069310980076,2457861.915852693,1693.265587066148,1.72617,2.16522,3.329,3.4811e-08,1.1488e-08,9.5745e-08,4.3639e-06,5.4265e-05,0.00010355,8.8e-05,1.1798e-08,1.3178e-09,0.00041389,1.0495e-05,0.44361,0,0,X
277,9.4,32.773,0.247,6.497,0.254,2458600.5,0.1317907430747404,2.756412759431367,2.393143073645212,7.817387488483512,62.00056235015297,139.712916759082,260.0401579777485,3.119682445217523,0.2153712340455326,2459064.628101718,1671.532419802594,1.39565,1.85672,3.317,4.1459e-08,1.0601e-08,1.1396e-07,4.5965e-06,3.2186e-05,3.6098e-05,1.7526e-05,1.1999e-08,1.2425e-09,8.2567e-05,9.6432e-06,0.47229,0,0,S
278,8.57,126.59,0.0412,23.896,3.7,2458600.5,0.04013378169514119,4.283402238177374,4.111493107837885,2.335778756901431,71.96665090456301,23.16862160918464,191.7157854365948,4.455311368516865,0.1111784935156167,2460114.139996748,3238.036319941973,3.12849,0.648434,3.026,3.6108e-08,3.1257e-08,1.6318e-07,3.8205e-06,0.00010108,0.00011437,5.3697e-05,3.2511e-08,1.2169e-09,0.00048755,3.5443e-05,0.47042,0,0,X
280,12.02,11.036,0.226,4.348,0.145,2458600.5,0.1326752763664326,2.187358802140181,1.897150368553683,5.30396168169607,31.40886838689078,16.58789068513417,106.6782813013265,2.477567235726679,0.3046660287701897,2458250.351735253,1181.621730040499,0.906903,2.87671,3.659,3.948e-08,5.7944e-09,8.7337e-08,4.8737e-06,4.2484e-05,4.6261e-05,1.9052e-05,6.5632e-09,1.2106e-09,6.1997e-05,4.6952e-06,0.41038,0,0,S
281,10.91,39.03,0.0502,6.42,1.0,2458600.5,0.0803692754526572,2.340028262672057,2.151961886662364,9.032816293064856,144.9000516025748,296.647875255573,192.1096162834263,2.528094638681751,0.2753419727395272,2459210.252236632,1307.465027646036,1.18504,2.61888,3.544,3.3291e-08,7.2757e-09,7.7356e-08,4.5243e-06,2.37e-05,3.77e-05,2.958e-05,7.8605e-09,1.2842e-09,0.00010809,6.0978e-06,0.42817,0,0,B
283,10.05,52.95,0.0602,8.545,2.6,2458600.5,0.2221125639832812,2.358235276734982,1.834441592943552,8.057572705636307,233.7120200595093,58.0638696120471,272.1467971007587,2.882028960526412,0.2721594235394362,2458923.300518008,1322.754124469387,0.832825,2.32811,3.506,3.7403e-08,6.0967e-09,8.8471e-08,4.1744e-06,2.7327e-05,2.8509e-05,8.8704e-06,7.4508e-09,1.0554e-09,3.3021e-05,5.1295e-06,0.46831,0,0,C
285,9.0,94.3,0.0508,15.365,2.6,2458600.5,0.02822273403703002,3.195584067636379,3.105395948402507,17.89769806987958,149.0875938714179,211.6740075296417,223.9016475748768,3.285772186870251,0.1725355938853269,2459389.3131912975,2086.525985120893,2.10386,1.88862,3.119,4.6053e-08,1.7959e-08,1.4358e-07,5.1073e-06,1.5056e-05,8.819e-05,8.8686e-05,1.8466e-08,1.4545e-09,0.0005158,1.7589e-05,0.49536,0,0,C
287,9.84,28.981,0.175,1170.0,0.571,2458600.5,0.205392647237396,2.761785974558741,2.19453544214101,4.336076667177031,120.1104481560775,84.98539537726853,30.91424674282649,3.329036506976473,0.2147430139734558,2458456.540733662,1676.422405268557,1.19619,1.64477,3.306,3.8485e-08,8.1801e-09,1.0671e-07,4.522e-06,5.6857e-05,5.7929e-05,1.3083e-05,9.8602e-09,9.5407e-10,6.07e-05,7.4481e-06,0.4816,0,0,S
288,9.51,37.586,0.889,6.902,1.002,2458600.5,0.2012477618137864,2.875996947346682,2.29720899870988,6.678774742237287,181.9524496354291,190.3378840113167,304.9756095528478,3.454784895983484,0.2020791203753656,2458872.7913200776,1781.480438608865,1.29688,2.00496,3.256,3.8297e-08,1.3459e-08,1.1163e-07,4.4661e-06,3.6404e-05,3.8023e-05,1.423e-05,1.6168e-08,1.4185e-09,7.1449e-05,1.2506e-05,0.47835,0,0,A
294,10.19,28.34,0.171,10.702,0.338,2458600.5,0.1714309907976894,2.794518038169439,2.315451042084037,2.708541231983199,276.0376945798839,147.9248926273637,117.7548549261323,3.273585034254841,0.2109811707848408,2458042.370312464,1706.313405413457,1.32911,2.04265,3.304,3.9459e-08,1.0332e-08,1.1095e-07,4.6613e-06,8.9923e-05,9.088e-05,1.3108e-05,1.2104e-08,1.1701e-09,6.1123e-05,9.4634e-06,0.48305,0,0,S
300,10.3,53.042,0.057,12.253,0.426,2458600.5,0.06749744893297678,2.726095979726117,2.54209145554816,4.894356236672182,142.3412248250288,124.9440539292628,335.6908188961677,2.910100503904074,0.2189739035653743,2458711.514055593,1644.031522196994,1.52952,2.14758,3.348,3.3654e-08,9.0494e-09,9.2608e-08,3.823e-06,4.1138e-05,4.9543e-05,2.779e-05,9.6602e-09,1.0903e-09,0.00012692,8.1862e-06,0.47009,0,0,C
303,9.74,65.99,0.047,18.36,0.286,2458600.5,0.2216072257775282,2.403604101013398,1.870948064320329,15.84561892224794,159.0306006807681,172.2867169509998,328.3777674284769,2.936260137706467,0.2644902513932845,2458720.059161084,1361.108767160938,0.861074,2.45781,3.44,3.2973e-08,7.2765e-09,7.9187e-08,3.2809e-06,9.6464e-06,1.2485e-05,1.0634e-05,8.8891e-09,1.2011e-09,4.067e-05,6.1808e-06,0.44105,0,0,X
305,8.96,47.2,0.201,8.736,0.13,2458600.5,0.1507918607672865,2.357924742910485,2.002368883377788,7.277329954174181,141.8654756926118,167.7898877474287,1.432853877954729,2.713480602443183,0.2722131895615245,2458595.2362804855,1322.492861495362,0.98785,2.54435,3.527,4.1073e-08,4.162e-09,9.7348e-08,4.699e-06,3.6873e-05,4.0664e-05,1.9139e-05,4.7896e-09,7.2072e-10,7.0305e-05,3.5015e-06,0.49801,0,0,S
307,8.17,128.578,0.047,12.029,1.557,2458600.5,0.04054223250109497,2.749537091268768,2.638064719244166,4.360810865470317,181.7212102123412,114.5814678465263,287.5937508586749,2.861009463293371,0.2161795954867858,2458935.4356306186,1665.282050275671,1.62539,2.21047,3.341,3.2245e-08,7.4762e-09,8.9977e-08,3.5477e-06,4.7549e-05,6.8321e-05,5.0929e-05,7.7793e-09,8.8171e-10,0.00023581,6.792e-06,0.49043,0,0,T
309,10.1,33.708,0.115,12.07,0.242,2458600.5,0.1133293534368685,2.761764108568291,2.448775167799097,3.172271485139114,229.2710617548247,324.9750458145094,352.2860946575261,3.074753049337485,0.21474556428793,2458636.4211393637,1676.402496106105,1.44883,1.89299,3.33,4.4961e-08,1.1773e-08,1.2482e-07,5.0112e-06,7.3006e-05,7.5462e-05,2.1207e-05,1.3108e-08,1.3732e-09,9.8841e-05,1.072e-05,0.48924,0,0,S
311,8.89,46.191,0.23,10.282,0.411,2458600.5,0.1595495461427278,2.78211942292162,2.338233531679607,9.02908012735122,6.259147550073635,262.7181632764439,254.7501178125329,3.226005314163632,0.212393108719435,2459096.0428300947,1694.970247248225,1.3435,1.9587,3.296,3.7264e-08,1.1882e-08,1.0385e-07,4.5833e-06,2.7412e-05,3.1351e-05,1.7247e-05,1.3778e-08,1.3606e-09,8.2234e-05,1.0858e-05,0.46871,0,0,S
316,10.03,18.648,0.926,8.169,0.162,2458600.5,0.085073717223306,2.286650306185832,2.092116464648792,1.765677271141873,151.3516731402414,186.7280202438653,324.5763812512884,2.481184147722871,0.2850391034428062,2458724.7763477745,1262.98460685495,1.08181,2.78139,3.596,3.6621e-08,5.7285e-09,8.3372e-08,4.016e-06,0.00014301,0.00014564,2.9425e-05,6.2159e-09,1.0711e-09,0.00010342,4.7461e-06,0.47457,0,0,X
320,10.1,27.974,0.425,2.871,0.103,2458600.5,0.04666054058446874,2.885377375259784,2.750744107139967,2.587285652958599,40.22462356670792,36.24911563941065,323.2148988923905,3.020010643379601,0.2010944759655769,2458783.42447334,1790.203327423197,1.76614,2.09894,3.29,3.733e-08,1.1944e-08,1.0895e-07,4.4877e-06,9.8116e-05,0.000111,5.1737e-05,1.2501e-08,1.2486e-09,0.00025741,1.1115e-05,0.45421,0,0,S
321,9.01,69.855,0.089,17.5845,0.32,2458600.5,0.2461546852894396,2.780799920570133,2.096292991269293,8.054398654673243,252.3646049687162,114.9329100754786,195.6151956740963,3.465306849870972,0.212544298911357,2459373.914319593,1693.764555642776,1.11016,2.09491,3.274,3.8334e-08,7.7608e-09,1.0684e-07,4.3822e-06,3.3153e-05,3.4328e-05,9.081e-06,9.6712e-09,8.8977e-10,4.4063e-05,7.0906e-06,0.45517,0,0,X
326,9.9,30.291,0.214,5.932,4.049,2458600.5,0.06093910537608822,2.775977589768327,2.606811998903775,7.141160348079631,354.773014165359,307.049929478731,65.5510725838881,2.945143180632878,0.2130983761083611,2458292.890557915,1689.360597553024,1.59872,2.22617,3.321,4.0134e-08,1.1239e-08,1.124e-07,4.7823e-06,3.3037e-05,5.1351e-05,4.0752e-05,1.1924e-08,1.2942e-09,0.00019105,1.026e-05,0.48777,0,0,S
330,9.62,74.92,0.0447,25.315,2.7,2458600.5,0.09729609160037708,3.029221840588025,2.734490394908309,6.037948614161587,21.96098045329174,332.7798855919672,276.077216055541,3.32395328626774,0.1869422453988366,2459049.423590093,1925.728447478252,1.73091,2.1113,3.228,4.1052e-08,1.4363e-08,1.2194e-07,4.434e-06,3.9944e-05,4.5237e-05,2.2533e-05,1.5761e-08,1.3296e-09,0.00012178,1.3696e-05,0.4899,0,0,C
331,9.7,40.37,0.1719,8.0074,1.8,2458600.5,0.0878854294856022,2.773338151199576,2.529602136672595,2.845233455589225,31.56669052343424,297.4137503949224,38.54520716367622,3.017074165726557,0.2134026631337412,2458419.8780405656,1686.951768612115,1.51913,2.25934,3.329,3.9741e-08,1.0344e-08,1.1127e-07,4.269e-06,8.5445e-05,8.8651e-05,2.4115e-05,1.1253e-08,1.194e-09,0.00011299,9.4383e-06,0.4857,0,0,X
334,8.96,97.109,0.049,12.054,0.85,2458600.5,0.1727772434965216,2.474842107474561,2.047245710055984,5.101117090840867,148.4399454963859,140.0665001309335,248.4502284403918,2.902438504893138,0.2531528546460975,2459041.14196596,1422.065733776823,1.03348,2.27892,3.456,2.945e-08,6.1966e-09,7.2092e-08,3.042e-06,4.2255e-05,4.377e-05,1.1848e-05,7.2672e-09,9.5078e-10,4.707e-05,5.3409e-06,0.49261,0,0,B
335,9.76,67.513,0.044,13.7,0.903,2458600.5,0.0954909967133546,2.251446034751985,2.036453208847188,5.65363979589839,235.0379504676702,31.40569191089063,255.5856141964089,2.466438860656782,0.2917506022835092,2458958.389186813,1233.93061464932,1.0228,2.58439,3.614,3.5195e-08,5.6787e-09,7.9211e-08,4.2616e-06,3.4613e-05,4.0607e-05,2.2739e-05,6.2209e-09,1.1038e-09,7.8243e-05,4.6684e-06,0.4597,0,0,X
336,8.74,64.549,0.135,4.653,1.303,2458600.5,0.1369460961399127,2.382994912513867,2.05665306212382,7.853661821852214,355.4726744309598,98.48057602624633,77.7080982987211,2.709336762903914,0.2679288013424052,2458310.467357337,1343.640542548207,1.09062,2.46875,3.512,3.3431e-08,4.3219e-09,7.9735e-08,3.4391e-06,2.724e-05,3.12e-05,1.4111e-05,4.9138e-09,7.2889e-10,5.2453e-05,3.6553e-06,0.53051,0,0,X
337,8.5,50.506,0.276,4.6084,0.479,2458600.5,0.02221723233930833,2.911311156043156,2.846629879677325,6.050032789052418,287.4230285562193,110.1174315995732,141.2490081876822,2.975992432408987,0.1984134629579944,2457888.607741874,1814.393008584375,1.86007,2.15134,3.275,4.2885e-08,1.1299e-08,1.2528e-07,4.8718e-06,4.2739e-05,0.00011825,0.0001087,1.155e-08,1.1551e-09,0.00054816,1.0563e-05,0.51309,0,0,X
338,9.24,44.329,0.198,5.974,0.27,2458600.5,0.09775275284928513,3.013079754818023,2.718542914230113,9.962295861671413,173.4999304060488,164.3981424156061,100.0754674670095,3.307616595405935,0.1884465247557333,2458069.4450092185,1910.356269326996,1.71054,2.11014,3.219,4.0175e-08,1.4348e-08,1.2361e-07,4.6344e-06,2.4519e-05,3.3444e-05,2.2754e-05,1.5751e-08,1.3461e-09,0.00012081,1.3646e-05,0.45031,0,0,K
341,10.22,60.903,0.038,6.319,0.497,2458600.5,0.1292969048550884,2.568153796560733,2.236099459473586,7.352661055939861,232.6688747638807,225.1469123055326,214.6701837796031,2.90020813364788,0.2394818097196547,2459207.351169158,1503.245697121748,1.25972,2.30246,3.408,3.3307e-08,8.2646e-09,8.3415e-08,3.6235e-06,3.0959e-05,3.4783e-05,1.7144e-05,9.3332e-09,1.156e-09,7.2506e-05,7.2565e-06,0.42645,0,0,C
344,8.71,96.865,0.037,12.371,0.981,2458600.5,0.06113300551545538,2.325583444793478,2.183413539236267,9.744100962740312,212.6109520882163,231.1954921975726,205.645148899532,2.46775335035069,0.2779112855564532,2459155.910518113,1295.377405344238,1.21067,2.68613,3.553,3.7856e-08,4.9621e-09,8.7147e-08,4.0558e-06,2.1431e-05,3.6812e-05,3.0204e-05,5.2655e-09,8.8947e-10,0.00010873,4.1459e-06,0.49956,0,0,C
